day,treatment_pct,control_pct,abs_lift_pp,significant
Monday,3.3241196108697997,2.2558537978298117,1.068265813039988,True
Tuesday,3.044037976720485,1.4447884416924663,1.5992495350280183,True
Wednesday,2.5355860394223564,1.5759312320916905,0.9596548073306659,True
Thursday,2.1637138485273844,2.0230473751600515,0.14066647336733323,False
Friday,2.246495129778729,1.630291874835656,0.6162032549430728,True
Saturday,2.130656582320246,1.3995801259622114,0.7310764563580343,True
Sunday,2.4619831900111744,2.059496567505721,0.4024866225054536,False
